repo,language,star_bucket,stars_at_selection,rank_in_cell,scan_status,private,default_branch,workflow_files,workflow_files_parsed,config_jobs,has_workflows,uses_cache_any_job,jobs_with_install_steps,install_jobs_with_cache,timeout_any_job,timeout_all_jobs,concurrency_cancel_any_pr_workflow,pr_workflows,scheduled_workflows,runs_total_in_window_90d,runs_listed,runs_failed_listed,runs_scheduled_listed,runs_with_job_data,jobs_sampled,billed_minutes_sampled,raw_seconds_sampled,rounding_waste_minutes_sampled,list_price_2026_sampled,list_price_2025_sampled,priced_minutes_sampled,self_hosted_minutes_sampled,unpriced_hosted_minutes_sampled,avg_billed_minutes_per_run_sampled,est_billed_minutes_90d,est_list_price_2026_90d,markdown_files,top_level_dirs,scanned_at,api_requests
HackUnderway/SearchPhone,Python,500-1999,1965,33,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,80.0,0.7,0.012,0.016,2.0,0.0,0.0,1.0,2.0,0.01,1.0,2.0,2026-09-11T18:57:31Z,7.0
SaiAkhil066/CORTEX-AI-SUPER-RAG,Python,500-1999,1964,34,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,191.0,0.8,0.024,0.032,4.0,0.0,0.0,1.0,4.0,0.02,1.0,3.0,2026-09-11T18:57:35Z,9.0
ZeroPointSix/outlookEmailPlus,Python,500-1999,1964,35,done,False,main,8.0,8.0,11.0,True,True,7.0,2.0,True,False,False,5.0,0.0,826.0,200.0,56.0,0.0,8.0,13.0,50.0,2538.0,7.7,0.3,0.4,50.0,0.0,0.0,6.25,5162.0,30.97,160.0,14.0,2026-09-11T18:57:51Z,22.0
ssili126/tv,Python,500-1999,1962,36,done,False,main,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,0.0,1.0,90.0,90.0,29.0,90.0,8.0,8.0,33.0,1774.0,3.4,0.198,0.264,33.0,0.0,0.0,4.12,371.0,2.23,2.0,5.0,2026-09-11T18:58:00Z,14.0
Qexo/Qexo,Python,500-1999,1958,37,done,False,master,5.0,5.0,7.0,True,False,3.0,0.0,False,False,False,1.0,0.0,32.0,32.0,0.0,0.0,8.0,9.0,18.0,850.0,3.8,0.108,0.144,18.0,0.0,0.0,2.25,72.0,0.43,3.0,5.0,2026-09-11T18:58:11Z,18.0
photonixapp/photonix,Python,500-1999,1957,38,done,False,master,2.0,2.0,6.0,True,True,2.0,2.0,True,False,False,2.0,1.0,97.0,97.0,18.0,13.0,8.0,17.0,48.0,2291.0,9.8,0.288,0.384,48.0,0.0,0.0,6.0,582.0,3.49,9.0,8.0,2026-09-11T18:58:22Z,15.0
vibheksoni/stealth-browser-mcp,Python,500-1999,1956,39,done,False,master,1.0,1.0,1.0,True,False,1.0,0.0,True,True,False,1.0,0.0,10.0,10.0,1.0,0.0,7.0,7.0,7.0,158.0,4.4,0.042,0.056,7.0,0.0,0.0,1.0,10.0,0.06,17.0,7.0,2026-09-11T18:58:30Z,14.0
kadirnar/whisper-plus,Python,500-1999,1956,40,done,False,main,3.0,3.0,3.0,True,True,3.0,2.0,False,False,False,2.0,0.0,8.0,8.0,8.0,0.0,8.0,48.0,123.0,5913.0,24.4,0.738,0.984,123.0,0.0,0.0,15.38,123.0,0.74,2.0,6.0,2026-09-11T18:58:43Z,16.0
meta-pytorch/opacus,Python,500-1999,1956,41,done,False,main,6.0,6.0,13.0,True,True,12.0,2.0,False,False,False,4.0,1.0,249.0,200.0,17.0,71.0,5.0,21.0,87.0,4490.0,12.2,0.522,0.696,87.0,0.0,0.0,17.4,4333.0,26.0,54.0,9.0,2026-09-11T18:58:59Z,20.0
Farama-Foundation/Gymnasium-Robotics,Python,500-1999,1955,42,done,False,main,6.0,6.0,7.0,True,False,5.0,0.0,False,False,False,3.0,0.0,313.0,200.0,12.0,0.0,8.0,15.0,43.0,2112.0,7.8,0.258,0.344,43.0,0.0,0.0,5.38,1682.0,10.09,34.0,4.0,2026-09-11T18:59:17Z,20.0
ReAbout/web-sec,Python,500-1999,1955,43,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,4.0,2026-09-11T18:59:19Z,5.0
quodlibet/mutagen,Python,500-1999,1955,44,done,False,main,1.0,1.0,1.0,True,True,1.0,1.0,False,False,False,1.0,0.0,70.0,70.0,28.0,0.0,8.0,38.0,81.0,3598.0,21.0,1.762,2.36,81.0,0.0,0.0,10.12,709.0,15.42,52.0,6.0,2026-09-11T18:59:32Z,14.0
arsaboo/homeassistant-config,Python,500-1999,1955,45,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2026-09-11T18:59:34Z,5.0
celery/django-celery-beat,Python,500-1999,1954,46,done,False,main,3.0,3.0,5.0,True,False,2.0,0.0,False,False,False,3.0,0.0,406.0,200.0,19.0,0.0,8.0,27.0,90.0,4381.0,17.0,0.114,0.152,19.0,71.0,0.0,11.25,4568.0,5.79,17.0,6.0,2026-09-11T18:59:58Z,17.0
Yuliang-Liu/Monkey,Python,500-1999,1954,47,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,5.0,2026-09-11T19:00:01Z,5.0
majidmanzarpour/threejs-game-skills,Python,500-1999,1954,48,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,2.0,2026-09-11T19:00:04Z,5.0
owtf/owtf,Python,500-1999,1952,49,done,False,develop,2.0,2.0,7.0,True,True,6.0,6.0,True,False,True,1.0,0.0,251.0,200.0,51.0,0.0,8.0,10.0,27.0,1408.0,3.5,0.162,0.216,27.0,0.0,0.0,3.38,847.0,5.08,42.0,12.0,2026-09-11T19:00:22Z,16.0
kimwang1978/collect-txt,Python,500-1999,1952,50,done,False,main,4.0,4.0,4.0,True,False,4.0,0.0,False,False,False,0.0,4.0,287.0,200.0,44.0,199.0,8.0,8.0,38.0,2043.0,4.0,0.228,0.304,38.0,0.0,0.0,4.75,1363.0,8.18,1.0,11.0,2026-09-11T19:00:37Z,18.0
yzhao062/pyod,Python,2000-9999,9999,1,done,False,master,3.0,3.0,5.0,True,False,4.0,0.0,True,False,True,2.0,2.0,209.0,200.0,4.0,62.0,8.0,52.0,1369.0,80852.0,21.5,15.422,22.248,1369.0,0.0,0.0,171.12,35765.0,402.9,69.0,8.0,2026-09-11T19:00:54Z,17.0
OpenRLHF/OpenRLHF,Python,2000-9999,9995,2,done,False,main,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,0.0,0.0,4.0,4.0,0.0,0.0,4.0,8.0,20.0,1025.0,2.9,0.12,0.16,20.0,0.0,0.0,5.0,20.0,0.12,7.0,7.0,2026-09-11T19:01:00Z,10.0
google-deepmind/sonnet,Python,2000-9999,9967,3,done,False,v2,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,1.0,0.0,35.0,35.0,6.0,0.0,8.0,19.0,20.0,695.0,8.4,0.12,0.16,20.0,0.0,0.0,2.5,88.0,0.53,7.0,4.0,2026-09-11T19:01:10Z,14.0
facebookresearch/pytorch3d,Python,2000-9999,9966,4,done,False,main,1.0,1.0,2.0,True,False,1.0,0.0,False,False,False,1.0,0.0,43.0,41.0,15.0,0.0,7.0,21.0,214.0,12297.0,9.1,1.212,1.616,202.0,12.0,0.0,30.57,1315.0,7.45,122.0,10.0,2026-09-11T19:01:21Z,14.0
espnet/espnet,Python,2000-9999,9955,5,done,False,master,12.0,12.0,29.0,True,True,6.0,3.0,False,False,True,8.0,3.0,9924.0,200.0,3.0,2.0,5.0,8.0,25.0,1216.0,4.7,1.214,1.568,25.0,0.0,0.0,5.0,49620.0,2409.55,331.0,13.0,2026-09-11T19:01:36Z,26.0
StarTrail-org/PixelRAG,Python,2000-9999,9937,6,done,False,main,4.0,4.0,7.0,True,True,4.0,3.0,True,False,True,1.0,0.0,441.0,200.0,34.0,4.0,7.0,15.0,16.0,331.0,10.5,0.09,0.12,15.0,1.0,0.0,2.29,1008.0,5.67,28.0,19.0,2026-09-11T19:01:52Z,18.0
boto/boto3,Python,2000-9999,9900,7,done,False,develop,11.0,11.0,11.0,True,True,3.0,2.0,False,False,True,7.0,3.0,1279.0,200.0,0.0,21.0,2.0,2.0,2.0,62.0,1.0,0.012,0.016,2.0,0.0,0.0,1.0,1279.0,7.67,87.0,6.0,2026-09-11T19:02:10Z,25.0
sqlfluff/sqlfluff,Python,2000-9999,9868,8,done,False,main,15.0,15.0,32.0,True,True,25.0,22.0,False,False,True,3.0,1.0,5519.0,200.0,40.0,4.0,6.0,6.0,8.0,252.0,3.8,0.04,0.052,8.0,0.0,0.0,1.33,7359.0,36.79,119.0,12.0,2026-09-11T19:02:27Z,29.0
huggingface/accelerate,Python,2000-9999,9861,9,done,False,main,17.0,17.0,24.0,True,True,13.0,5.0,False,False,True,5.0,4.0,2120.0,200.0,20.0,13.0,3.0,5.0,3.0,100.0,1.3,0.018,0.024,3.0,0.0,0.0,1.0,2120.0,12.72,79.0,10.0,2026-09-11T19:02:45Z,31.0
omnigent-ai/omnigent,Python,2000-9999,9857,10,done,False,main,85.0,85.0,132.0,True,True,48.0,30.0,True,False,True,39.0,15.0,298840.0,200.0,11.0,0.0,8.0,9.0,13.0,691.0,1.5,0.078,0.104,13.0,0.0,0.0,1.62,485615.0,2913.69,174.0,14.0,2026-09-11T19:03:38Z,100.0
kangarooking/cangjie-skill,Python,2000-9999,9851,11,done,False,main,4.0,4.0,5.0,True,True,2.0,1.0,False,False,False,2.0,1.0,68.0,68.0,61.0,63.0,8.0,9.0,9.0,83.0,7.6,0.054,0.072,9.0,0.0,0.0,1.12,76.0,0.46,227.0,13.0,2026-09-11T19:03:49Z,17.0
paramiko/paramiko,Python,2000-9999,9849,12,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,2026-09-11T19:03:51Z,5.0
darknessomi/musicbox,Python,2000-9999,9844,13,done,False,master,1.0,1.0,3.0,True,True,3.0,3.0,True,True,True,1.0,0.0,47.0,47.0,8.0,0.0,8.0,19.0,20.0,679.0,8.7,0.12,0.16,20.0,0.0,0.0,2.5,118.0,0.7,5.0,5.0,2026-09-11T19:04:01Z,14.0
pycaret/pycaret,Python,2000-9999,9837,14,done,False,main,6.0,6.0,14.0,True,True,5.0,5.0,False,False,True,2.0,2.0,193.0,192.0,132.0,103.0,8.0,54.0,191.0,9784.0,27.9,1.538,2.312,191.0,0.0,0.0,23.88,4608.0,37.1,95.0,10.0,2026-09-11T19:04:21Z,20.0
GetBindu/Bindu,Python,2000-9999,9834,15,done,False,main,3.0,3.0,8.0,True,True,5.0,4.0,False,False,True,1.0,0.0,115.0,115.0,21.0,0.0,8.0,15.0,19.0,592.0,9.1,0.114,0.152,19.0,0.0,0.0,2.38,273.0,1.64,121.0,17.0,2026-09-11T19:04:33Z,17.0
dr5hn/countries-states-cities-database,Python,2000-9999,9827,16,done,False,master,11.0,11.0,11.0,True,True,3.0,2.0,False,False,True,3.0,2.0,248.0,200.0,0.0,23.0,8.0,10.0,17.0,655.0,6.1,0.102,0.136,17.0,0.0,0.0,2.12,527.0,3.16,106.0,17.0,2026-09-11T19:04:50Z,25.0
Flowseal/tg-ws-proxy,Python,2000-9999,9823,17,done,False,main,2.0,2.0,7.0,True,True,5.0,3.0,False,False,False,0.0,0.0,279.0,200.0,0.0,0.0,8.0,14.0,27.0,1136.0,8.1,0.394,0.506,27.0,0.0,0.0,3.38,942.0,13.74,29.0,7.0,2026-09-11T19:05:03Z,16.0
OWASP/wstg,Python,2000-9999,9808,18,done,False,master,12.0,12.0,12.0,True,True,9.0,5.0,False,False,False,4.0,1.0,1441.0,200.0,14.0,0.0,8.0,10.0,11.0,194.0,7.8,0.066,0.088,11.0,0.0,0.0,1.38,1981.0,11.89,197.0,6.0,2026-09-11T19:05:21Z,26.0
falconry/falcon,Python,2000-9999,9801,19,done,False,master,8.0,8.0,13.0,True,False,7.0,0.0,False,False,False,1.0,0.0,349.0,200.0,22.0,0.0,7.0,20.0,59.0,3120.0,7.0,0.476,0.634,59.0,0.0,0.0,8.43,2942.0,23.73,87.0,11.0,2026-09-11T19:05:47Z,22.0
yihong0618/bilingual_book_maker,Python,2000-9999,9778,20,done,False,main,4.0,4.0,5.0,True,True,3.0,1.0,False,False,True,2.0,0.0,220.0,200.0,33.0,0.0,8.0,9.0,22.0,1067.0,4.2,0.132,0.176,22.0,0.0,0.0,2.75,605.0,3.63,19.0,6.0,2026-09-11T19:06:03Z,18.0
simonlin1212/a-stock-data,Python,2000-9999,9773,21,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2026-09-11T19:06:05Z,5.0
pymc-devs/pymc,Python,2000-9999,9747,22,done,False,main,10.0,10.0,17.0,True,True,8.0,0.0,False,False,True,4.0,2.0,2264.0,200.0,67.0,55.0,8.0,43.0,314.0,17604.0,20.6,3.992,5.528,314.0,0.0,0.0,39.25,88862.0,1129.74,79.0,8.0,2026-09-11T19:06:26Z,24.0
seemoo-lab/opendrop,Python,2000-9999,9737,23,done,False,master,4.0,4.0,4.0,True,False,3.0,0.0,False,False,False,1.0,0.0,4.0,4.0,2.0,0.0,3.0,9.0,9.0,86.0,7.6,0.054,0.072,9.0,0.0,0.0,3.0,12.0,0.07,1.0,3.0,2026-09-11T19:06:34Z,13.0
microsoft/UFO,Python,2000-9999,9702,24,done,False,main,1.0,1.0,1.0,True,False,1.0,0.0,False,False,False,0.0,0.0,16.0,16.0,0.0,0.0,8.0,10.0,11.0,312.0,5.8,0.066,0.088,11.0,0.0,0.0,1.38,22.0,0.13,226.0,13.0,2026-09-11T19:06:43Z,14.0
awslabs/mcp,Python,2000-9999,9683,25,done,False,main,23.0,23.0,41.0,True,True,9.0,8.0,True,False,False,16.0,7.0,46562.0,200.0,1.0,2.0,8.0,116.0,245.0,11819.0,48.0,1.47,1.96,245.0,0.0,0.0,30.62,1425961.0,8555.77,470.0,9.0,2026-09-11T19:07:08Z,37.0
hoochanlon/hamuleite,Python,2000-9999,9665,26,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,245.0,200.0,0.0,0.0,8.0,24.0,24.0,380.0,17.7,0.144,0.192,24.0,0.0,0.0,3.0,735.0,4.41,87.0,19.0,2026-09-11T19:07:24Z,14.0
xonsh/xonsh,Python,2000-9999,9640,27,done,False,main,8.0,8.0,17.0,True,True,11.0,8.0,True,False,True,4.0,2.0,672.0,200.0,26.0,28.0,8.0,28.0,182.0,9897.0,17.1,4.129,5.487,182.0,0.0,0.0,22.75,15288.0,346.84,62.0,11.0,2026-09-11T19:07:43Z,22.0
ctf-wiki/ctf-wiki,Python,2000-9999,9627,28,done,False,master,4.0,4.0,4.0,True,False,2.0,0.0,False,False,False,1.0,0.0,33.0,33.0,2.0,0.0,8.0,12.0,26.0,1159.0,6.7,0.156,0.208,26.0,0.0,0.0,3.25,107.0,0.64,776.0,3.0,2026-09-11T19:07:54Z,17.0
open-jarvis/OpenJarvis,Python,2000-9999,9606,29,done,False,main,12.0,12.0,20.0,True,True,11.0,9.0,True,False,True,6.0,2.0,3798.0,200.0,18.0,14.0,6.0,13.0,17.0,807.0,3.5,0.326,0.424,17.0,0.0,0.0,2.83,10761.0,206.36,118.0,12.0,2026-09-11T19:08:12Z,26.0
LmeSzinc/AzurLaneAutoScript,Python,2000-9999,9606,30,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,2026-09-11T19:08:16Z,7.0
tobymao/sqlglot,Python,2000-9999,9604,31,done,False,main,4.0,4.0,8.0,True,True,5.0,1.0,False,False,False,2.0,0.0,3158.0,200.0,15.0,0.0,8.0,30.0,169.0,9479.0,11.0,1.014,1.352,169.0,0.0,0.0,21.12,66713.0,400.28,11.0,7.0,2026-09-11T19:08:31Z,18.0
FareedKhan-dev/train-llm-from-scratch,Python,2000-9999,9600,32,done,False,main,1.0,1.0,2.0,True,False,1.0,0.0,False,False,False,0.0,0.0,5.0,5.0,0.0,0.0,5.0,8.0,18.0,773.0,5.1,0.108,0.144,18.0,0.0,0.0,3.6,18.0,0.11,24.0,11.0,2026-09-11T19:08:37Z,11.0
khuedoan/homelab,Python,2000-9999,9597,33,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,9.0,2026-09-11T19:08:41Z,5.0
arogozhnikov/einops,Python,2000-9999,9593,34,done,False,main,4.0,4.0,4.0,True,True,4.0,2.0,False,False,False,2.0,0.0,91.0,91.0,12.0,0.0,8.0,20.0,39.0,1649.0,11.5,0.234,0.312,39.0,0.0,0.0,4.88,444.0,2.66,13.0,6.0,2026-09-11T19:08:52Z,17.0
Kozea/WeasyPrint,Python,2000-9999,9584,35,done,False,main,7.0,7.0,8.0,True,False,7.0,0.0,False,False,False,4.0,0.0,1066.0,200.0,8.0,0.0,4.0,5.0,7.0,281.0,2.3,0.054,0.08,7.0,0.0,0.0,1.75,1866.0,14.39,11.0,4.0,2026-09-11T19:09:06Z,21.0
xorbitsai/inference,Python,2000-9999,9567,36,done,False,main,8.0,8.0,19.0,True,True,6.0,1.0,True,False,True,2.0,2.0,3070.0,200.0,76.0,16.0,8.0,29.0,313.0,17984.0,13.3,3.494,4.492,303.0,10.0,0.0,39.12,120114.0,1340.82,465.0,8.0,2026-09-11T19:09:23Z,22.0
aws/serverless-application-model,Python,2000-9999,9563,37,done,False,develop,5.0,5.0,5.0,True,False,3.0,0.0,False,False,False,3.0,2.0,304.0,200.0,24.0,18.0,4.0,4.0,6.0,237.0,2.0,0.036,0.048,6.0,0.0,0.0,1.5,456.0,2.74,16.0,9.0,2026-09-11T19:09:39Z,19.0
sloria/TextBlob,Python,2000-9999,9547,38,done,False,dev,1.0,1.0,4.0,True,True,0.0,0.0,False,False,False,1.0,0.0,47.0,47.0,0.0,0.0,8.0,33.0,25.0,803.0,11.6,0.15,0.2,25.0,0.0,0.0,3.12,147.0,0.88,17.0,4.0,2026-09-11T19:09:49Z,14.0
unit8co/darts,Python,2000-9999,9517,39,done,False,master,5.0,5.0,17.0,True,True,13.0,13.0,False,False,False,1.0,1.0,247.0,200.0,43.0,11.0,6.0,100.0,698.0,38564.0,55.3,18.02,23.368,698.0,0.0,0.0,116.33,28734.0,741.82,19.0,6.0,2026-09-11T19:10:13Z,19.0
apify/crawlee-python,Python,2000-9999,9512,40,done,False,master,10.0,10.0,21.0,True,True,6.0,3.0,False,False,False,2.0,2.0,1421.0,200.0,22.0,32.0,8.0,173.0,556.0,28408.0,82.5,6.75,9.0,555.0,1.0,0.0,69.5,98760.0,1198.97,197.0,6.0,2026-09-11T19:10:44Z,24.0
conan-io/conan,Python,2000-9999,9512,41,done,False,develop2,6.0,6.0,16.0,True,True,12.0,6.0,False,False,True,1.0,1.0,1041.0,200.0,19.0,18.0,7.0,99.0,855.0,48445.0,47.6,14.618,19.88,654.0,0.0,201.0,122.14,127151.0,2173.91,5.0,5.0,2026-09-11T19:11:04Z,20.0
funstory-ai/BabelDOC,Python,2000-9999,9506,42,done,False,main,7.0,7.0,12.0,True,True,4.0,3.0,False,False,False,4.0,1.0,82.0,82.0,15.0,13.0,5.0,11.0,10.0,182.0,7.0,0.06,0.08,10.0,0.0,0.0,2.0,164.0,0.98,23.0,4.0,2026-09-11T19:11:16Z,20.0
malwaredllc/byob,Python,2000-9999,9505,43,done,False,master,2.0,2.0,2.0,True,False,1.0,0.0,False,False,False,1.0,1.0,107.0,106.0,11.0,90.0,8.0,8.0,9.0,94.0,7.4,0.054,0.072,9.0,0.0,0.0,1.12,120.0,0.72,39.0,3.0,2026-09-11T19:11:28Z,16.0
BlinkDL/ChatRWKV,Python,2000-9999,9497,44,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,2026-09-11T19:11:30Z,5.0
lipku/LiveTalking,Python,2000-9999,9479,45,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,65.0,0.9,0.012,0.016,2.0,0.0,0.0,1.0,2.0,0.01,9.0,12.0,2026-09-11T19:11:35Z,7.0
kyutai-labs/pocket-tts,Python,2000-9999,9462,46,done,False,main,3.0,3.0,5.0,True,True,3.0,3.0,False,False,False,1.0,0.0,224.0,200.0,23.0,0.0,8.0,26.0,28.0,921.0,12.7,0.168,0.224,28.0,0.0,0.0,3.5,784.0,4.7,11.0,6.0,2026-09-11T19:11:50Z,17.0
roboflow/rf-detr,Python,2000-9999,9452,47,done,False,develop,15.0,15.0,27.0,True,True,18.0,17.0,True,False,True,13.0,0.0,11636.0,200.0,3.0,0.0,8.0,122.0,242.0,11170.0,55.8,3.984,5.272,224.0,18.0,0.0,30.25,351989.0,5794.73,49.0,5.0,2026-09-11T19:12:10Z,29.0
platformio/platformio-core,Python,2000-9999,9451,48,done,False,develop,5.0,5.0,6.0,True,False,5.0,0.0,False,False,False,4.0,0.0,163.0,163.0,37.0,0.0,8.0,46.0,302.0,16603.0,25.3,6.852,9.216,302.0,0.0,0.0,37.75,6153.0,139.61,6.0,4.0,2026-09-11T19:12:27Z,19.0
anthropics/claude-for-legal,Python,2000-9999,9430,49,done,False,main,1.0,1.0,1.0,True,False,0.0,0.0,True,True,False,1.0,0.0,74.0,73.0,10.0,0.0,8.0,9.0,9.0,65.0,7.9,0.054,0.072,9.0,0.0,0.0,1.12,83.0,0.5,221.0,18.0,2026-09-11T19:12:37Z,14.0
Lightricks/LTX-2,Python,2000-9999,9393,50,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,10.0,506.0,1.6,0.06,0.08,10.0,0.0,0.0,1.43,10.0,0.06,46.0,2.0,2026-09-11T19:12:44Z,12.0
public-apis/public-apis,Python,10000-inf,478948,1,done,False,master,3.0,3.0,3.0,True,False,3.0,0.0,False,False,False,2.0,1.0,1668.0,200.0,74.0,5.0,2.0,2.0,3.0,85.0,1.6,0.018,0.024,3.0,0.0,0.0,1.5,2502.0,15.01,5.0,2.0,2026-09-11T19:12:57Z,17.0
EbookFoundation/free-programming-books,Python,10000-inf,396536,2,done,False,main,7.0,7.0,9.0,True,False,2.0,0.0,False,False,False,4.0,1.0,956.0,200.0,3.0,15.0,8.0,12.0,17.0,490.0,8.8,0.102,0.136,17.0,0.0,0.0,2.12,2032.0,12.19,216.0,8.0,2026-09-11T19:13:13Z,21.0
vinta/awesome-python,Python,10000-inf,320010,3,done,False,master,2.0,2.0,2.0,True,True,2.0,2.0,False,False,True,1.0,1.0,368.0,200.0,3.0,51.0,8.0,10.0,13.0,457.0,5.4,0.078,0.104,13.0,0.0,0.0,1.62,598.0,3.59,14.0,4.0,2026-09-11T19:13:28Z,16.0
practical-tutorials/project-based-learning,Python,10000-inf,282979,4,done,False,master,3.0,3.0,3.0,True,False,0.0,0.0,True,True,True,1.0,2.0,110.0,110.0,8.0,79.0,5.0,5.0,23.0,1257.0,2.0,0.138,0.184,23.0,0.0,0.0,4.6,506.0,3.04,4.0,2.0,2026-09-11T19:13:41Z,17.0
NousResearch/hermes-agent,Python,10000-inf,244537,5,done,False,main,35.0,35.0,54.0,True,True,11.0,7.0,True,False,True,5.0,4.0,501904.0,200.0,1.0,0.0,4.0,6.0,9.0,425.0,1.9,0.054,0.072,9.0,0.0,0.0,2.25,1129284.0,6775.7,1635.0,32.0,2026-09-11T19:15:27Z,51.0
TheAlgorithms/Python,Python,10000-inf,224482,6,done,False,master,8.0,8.0,10.0,True,True,7.0,5.0,False,False,False,7.0,3.0,5034.0,200.0,12.0,1.0,8.0,9.0,18.0,791.0,4.8,0.106,0.138,18.0,0.0,0.0,2.25,11326.0,66.7,37.0,48.0,2026-09-11T19:15:42Z,22.0
yt-dlp/yt-dlp,Python,10000-inf,190461,7,done,False,master,13.0,13.0,27.0,True,True,11.0,0.0,False,False,True,6.0,3.0,10732.0,200.0,1.0,6.0,8.0,29.0,72.0,3610.0,11.8,0.58,0.872,72.0,0.0,0.0,9.0,96588.0,778.07,10.0,6.0,2026-09-11T19:16:01Z,27.0
Significant-Gravitas/AutoGPT,Python,10000-inf,187270,8,done,False,master,37.0,37.0,56.0,True,True,35.0,26.0,True,False,True,22.0,8.0,112388.0,200.0,0.0,0.0,8.0,12.0,17.0,647.0,6.2,0.102,0.136,17.0,0.0,0.0,2.12,238824.0,1432.95,401.0,9.0,2026-09-11T19:16:31Z,51.0
microsoft/markitdown,Python,10000-inf,182643,9,done,False,main,2.0,2.0,4.0,True,False,4.0,0.0,False,False,False,2.0,0.0,1017.0,200.0,21.0,0.0,8.0,44.0,75.0,3302.0,20.0,0.43,0.616,61.0,0.0,14.0,9.38,9534.0,54.66,15.0,3.0,2026-09-11T19:16:48Z,16.0
521xueweihan/HelloGitHub,Python,10000-inf,176046,10,done,False,master,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,3.0,2026-09-11T19:16:51Z,5.0
anthropics/skills,Python,10000-inf,175822,11,done,False,main,0.0,0.0,0.0,False,False,0.0,0.0,False,False,False,0.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,7.0,366.0,0.9,0.042,0.056,7.0,0.0,0.0,2.33,7.0,0.04,115.0,4.0,2026-09-11T19:16:55Z,8.0
huggingface/transformers,Python,10000-inf,165123,12,done,False,main,58.0,58.0,89.0,True,True,34.0,1.0,False,False,True,7.0,13.0,91309.0,200.0,7.0,0.0,8.0,38.0,3.0,48.0,2.2,0.018,0.024,3.0,0.0,0.0,0.38,34241.0,205.45,1426.0,14.0,2026-09-11T19:17:38Z,72.0
langflow-ai/langflow,Python,10000-inf,154589,13,done,False,main,49.0,49.0,147.0,True,True,77.0,51.0,True,False,True,21.0,6.0,57491.0,200.0,7.0,0.0,8.0,21.0,23.0,744.0,10.6,0.138,0.184,23.0,0.0,0.0,2.88,165287.0,991.72,1513.0,13.0,2026-09-11T19:18:13Z,63.0
